date,close,Bid,Ask,asset
29-Jan-2016,1.08365,1.0834,1.0839,EUR
22-Jan-2016,1.0797,1.0794,1.0800,EUR
15-Jan-2016,1.0917,1.0914,1.0920,EUR
08-Jan-2016,1.09315,1.0929,1.0934,EUR
01-Jan-2016,1.086,1.0858,1.0862,EUR
25-Dec-2015,1.0977,1.0973,1.0981,EUR
18-Dec-2015,1.0868,1.0865,1.0871,EUR
11-Dec-2015,1.09895,1.0987,1.0992,EUR
04-Dec-2015,1.08865,1.0884,1.0889,EUR
27-Nov-2015,1.0593,1.0590,1.0596,EUR
20-Nov-2015,1.0646,1.0643,1.0649,EUR
13-Nov-2015,1.07795,1.0777,1.0782,EUR
06-Nov-2015,1.0741,1.0738,1.0744,EUR
30-Oct-2015,1.10055,1.1005,1.1006,EUR
23-Oct-2015,1.10175,1.1014,1.1021,EUR
16-Oct-2015,1.13465,1.1346,1.1347,EUR
09-Oct-2015,1.1358,1.1354,1.1362,EUR
02-Oct-2015,1.1211,1.1209,1.1213,EUR
25-Sept-2015,1.11945,1.1194,1.1195,EUR
18-Sept-2015,1.13055,1.1305,1.1306,EUR
11-Sept-2015,1.13395,1.1339,1.1340,EUR
04-Sept-2015,1.1147,1.1146,1.1148,EUR
28-Aug-2015,1.11795,1.1179,1.1180,EUR
21-Aug-2015,1.13895,1.1387,1.1392,EUR
14-Aug-2015,1.11065,1.1106,1.1107,EUR
07-Aug-2015,1.09685,1.0965,1.0972,EUR
31-Jul-2015,1.0988,1.0987,1.0989,EUR
24-Jul-2015,1.0984,1.0982,1.0986,EUR
17-Jul-2015,1.08295,1.0828,1.0831,EUR
10-Jul-2015,1.11645,1.1162,1.1167,EUR
03-Jul-2015,1.1114,1.1112,1.1116,EUR
26-Jun-2015,1.1166,1.1164,1.1168,EUR
19-Jun-2015,1.1353,1.1352,1.1354,EUR
12-Jun-2015,1.12695,1.1268,1.1271,EUR
05-Jun-2015,1.1113,1.1111,1.1115,EUR
29-May-2015,1.0988,1.0987,1.0989,EUR
22-May-2015,1.10175,1.1015,1.1020,EUR
15-May-2015,1.14525,1.1451,1.1454,EUR
08-May-2015,1.12045,1.1203,1.1206,EUR
01-May-2015,1.12015,1.1200,1.1203,EUR
24-Apr-2015,1.0874,1.0872,1.0876,EUR
17-Apr-2015,1.0807,1.0805,1.0809,EUR
10-Apr-2015,1.0604,1.0602,1.0606,EUR
03-Apr-2015,1.0978,1.0976,1.0980,EUR
27-Mar-2015,1.08885,1.0887,1.0890,EUR
20-Mar-2015,1.0822,1.0820,1.0824,EUR
13-Mar-2015,1.0495,1.0493,1.0497,EUR
06-Mar-2015,1.08445,1.0843,1.0846,EUR
27-Feb-2015,1.11955,1.1193,1.1198,EUR
20-Feb-2015,1.13805,1.1378,1.1383,EUR
13-Feb-2015,1.13855,1.1383,1.1388,EUR
